100000000,181,01,001,1,180205,01,00001
100000000,181,01,001,1,180205,01,00002
100000000,181,01,001,1,180205,01,00003
100000000,181,01,001,1,180205,01,00004
100000000,181,01,001,1,180205,01,00005
100000000,181,01,001,1,180205,01,00006
100000000,181,01,001,1,180205,01,00007
100000000,181,01,001,1,180205,01,00008
100000000,181,01,001,1,180205,01,00009
100000000,181,01,001,1,180205,01,00010
100000000,181,01,001,1,180205,01,00011
100000000,181,01,001,1,180205,01,00012
100000000,181,01,001,1,180205,01,00013
100000000,181,01,001,1,180205,01,00014
100000000,181,01,001,1,180205,01,00015
100000000,181,01,001,1,180205,01,00016
100000000,181,01,001,1,180205,01,00017
